id,polarity,score
822113704082894848,Neutral,0.0
822113741286293504,Neutral,0.0
822113763679698946,Neutral,0.0
822113792377159680,Positive,0.4
822113994437750789,Neutral,0.0
822114746434338817,Neutral,0.0
822115155341410308,Positive,0.478
822115351483793411,Neutral,0.0
822115702148632581,Positive,0.089
822115763813253121,Neutral,0.0
822115975587856388,Positive,0.205
822116239916998658,Negative,-0.199
822116290949238784,Neutral,0.0
822117057005228034,Negative,-0.124
822117086654820352,Neutral,0.0
822117151884640256,Neutral,0.0
822117246239645697,Neutral,0.0
822117304586616832,Positive,0.089
822117366188408833,Neutral,0.0
822117391958241280,Positive,0.296
822117462493790209,Neutral,0.0
822117669327486978,Positive,0.296
822118431344365569,Neutral,0.0
822118734819160064,Neutral,0.0
822118873033949184,Neutral,0.0
822118879073734656,Neutral,0.0
822119075086209028,Positive,0.304
822119399578619905,Neutral,0.0
822119460261789696,Neutral,0.0
822119482776817664,Positive,0.347
822119777980321792,Negative,-0.12899999999999998
822119850692792321,Neutral,0.0
822119952287027200,Neutral,0.0
822120068603637760,Neutral,0.0
822120405259448324,Neutral,0.0
822122177608744961,Positive,0.612
822123073017118723,Neutral,0.0
822123375875104768,Neutral,0.0
822124177381527552,Neutral,0.0
822124639727939584,Neutral,0.0
822124776072224768,Neutral,0.0
822124973028470784,Positive,0.256
822125024823902208,Positive,0.018000000000000002
822125064606752770,Neutral,0.0
822125320438484994,Positive,0.205
822125924464332801,Negative,-0.07500000000000001
822125986380677120,Positive,0.316
822126119080067072,Neutral,0.0
822126124394168320,Positive,0.457
822127036105969665,Negative,-0.128
822127103961231360,Neutral,0.0
822127123175505921,Negative,-0.128
822127218738466816,Positive,0.296
822127601217110016,Neutral,0.0
822128118051799042,Neutral,0.0
822128477985968130,Neutral,0.0
822128969659060224,Neutral,0.0
822129180708061184,Neutral,0.0
822129366511525892,Neutral,0.0
822130517051142146,Positive,0.425
822130638157451266,Positive,0.183
822130857712517120,Neutral,0.0
822131321560436737,Positive,0.146
822131368146649088,Positive,0.478
822131609952485377,Positive,0.167
822131941885571077,Negative,-0.111
822132047036776448,Positive,0.01999999999999999
822132212778864642,Positive,0.01999999999999999
822132262401671170,Positive,0.01999999999999999
822132394643877888,Positive,0.01999999999999999
822132432036044800,Positive,0.256
822132893782712320,Positive,0.36
822132931032272897,Neutral,0.0
822133038289141760,Negative,-0.024999999999999994
822133083096969216,Positive,0.119
822133292434604032,Neutral,0.0
822133352832634882,Positive,0.0040000000000000036
822133470310711296,Neutral,0.0
822133484873457665,Neutral,0.0
822133553462910983,Neutral,0.0
822133760686747648,Neutral,0.0
822133803393105921,Neutral,0.0
822133807490928640,Positive,0.256
822133927192264705,Neutral,0.0
822133938105806852,Neutral,0.0
822134205928849409,Neutral,0.0
822134287659126784,Neutral,0.0
822134302292971522,Neutral,0.0
822134353123799040,Negative,-0.286
822134536410689536,Neutral,0.0
822134573257650176,Positive,0.316
822134776266166273,Positive,0.471
822134799141916672,Neutral,0.0
822134966268162048,Positive,0.256
822135058827976705,Negative,-0.241
822135065262063616,Neutral,0.0
822135072446967808,Neutral,0.0
822135127904022528,Neutral,0.0
822135139249647618,Neutral,0.0
822135397606195203,Neutral,0.0
822135437640736770,Neutral,0.0
822135497967435776,Neutral,0.0
822135587327135751,Neutral,0.0
822135781498191872,Neutral,0.0
822135889232949248,Neutral,0.0
822136658728394753,Neutral,0.0
822136692987592706,Neutral,0.0
822136762130661377,Neutral,0.0
822136785631346688,Neutral,0.0
822136810851680258,Neutral,0.0
822136854573150208,Neutral,0.0
822136906397913093,Positive,0.176
822137036689866753,Neutral,0.0
822137054658236418,Neutral,0.0
822137088711729152,Neutral,0.0
822137136946085888,Neutral,0.0
822137169078865920,Positive,0.289
822137215438487552,Neutral,0.0
822137265199677440,Positive,0.362
822137285676322817,Positive,0.045999999999999985
822137332937658370,Neutral,0.0
822137377439313922,Neutral,0.0
822137494481367040,Negative,-0.132
822137513221521410,Neutral,0.0
822137605269651456,Positive,0.346
822137707409375232,Positive,0.14900000000000002
822137769724145664,Neutral,0.0
822137806881488896,Neutral,0.0
822138154941485056,Positive,0.256
822138161803526149,Positive,0.01999999999999999
822138224000831488,Neutral,0.0
822138500699004929,Neutral,0.0
822138659977707520,Positive,0.14900000000000002
822138673357471744,Neutral,0.0
822138743532486660,Neutral,0.0
822139116729012228,Neutral,0.0
822139128997416964,Neutral,0.0
822139204989763585,Positive,0.341
822139224195559429,Positive,0.14900000000000002
822139388595408896,Neutral,0.0
822139610935492609,Neutral,0.0
822139725892952064,Neutral,0.0
822139798987149313,Neutral,0.0
822140008769392640,Positive,0.209
822140374168825857,Positive,0.113
822140488186732544,Neutral,0.0
822140882824491008,Neutral,0.0
822140905037688832,Positive,0.113
822140961216200704,Neutral,0.0
822140983244681217,Neutral,0.0
822141105798082560,Positive,0.113
822141135279759360,Positive,0.01999999999999999
822141211716833285,Neutral,0.0
822141218444414979,Neutral,0.0
822141363529588737,Neutral,0.0
822141376762617856,Neutral,0.0
822141398757572608,Neutral,0.0
822141434354614272,Neutral,0.0
822141590923780097,Positive,0.01999999999999999
822141610859368449,Neutral,0.0
822141730204057600,Negative,-0.103
822141753281150976,Positive,0.281
822141831370670080,Positive,0.113
822141979031203840,Positive,0.174
822142088053669889,Positive,0.612
822142190625243136,Positive,0.337
822142222682517504,Positive,0.173
822142256786370563,Neutral,0.0
822142285504647168,Positive,0.146
822142353246928899,Positive,0.173
822142533656543232,Positive,0.113
822142958883471360,Neutral,0.0
822143491174264832,Positive,0.01999999999999999
822143514830131201,Neutral,0.0
822143689866801153,Neutral,0.0
822143892795621376,Neutral,0.0
822144004578045952,Neutral,0.0
822144293188079617,Positive,0.01999999999999999
822144335005282304,Neutral,0.0
822144422771093504,Positive,0.01999999999999999
822144423601512448,Positive,0.113
822144426780794885,Negative,-0.286
822144441024712704,Positive,0.060999999999999985
822144492019052547,Neutral,0.0
822144688039854083,Neutral,0.0
822144771229618176,Neutral,0.0
822145093012361216,Positive,0.16500000000000004
822145232070447104,Positive,0.01999999999999999
822145374966153217,Neutral,0.0
822145576578011137,Neutral,0.0
822145997807747072,Neutral,0.0
822146414163742720,Positive,0.726
822146999709560832,Neutral,0.0
822147062364041217,Neutral,0.0
822147533728346112,Positive,0.01999999999999999
822147924243152896,Neutral,0.0
822148086709547008,Neutral,0.0
822148246952878083,Neutral,0.0
822148327378681858,Neutral,0.0
822148740228218880,Positive,0.256
822148981472034817,Neutral,0.0
822148991374753793,Neutral,0.0
822149194341289984,Positive,0.167
822149204638400514,Neutral,0.0
822149242479345665,Positive,0.7510000000000001
822149406493245440,Neutral,0.0
822149970480562180,Neutral,0.0
822150025019084807,Neutral,0.0
822150051900391425,Positive,0.492
822150108481458176,Positive,0.017999999999999988
822150119328022528,Neutral,0.0
822150206728863744,Neutral,0.0
822150411524120576,Neutral,0.0
822150656282816519,Neutral,0.0
822150853595435008,Neutral,0.0
822150860419563520,Negative,-0.402
822151600525320193,Neutral,0.0
822152353986072576,Positive,0.171
822152550254198784,Negative,-0.107
822152928328876032,Neutral,0.0
822152995651600384,Neutral,0.0
822153039863746562,Neutral,0.0
822153112798556160,Neutral,0.0
822153109841575940,Positive,0.333
822153475631054848,Positive,0.612
822153476998307840,Neutral,0.0
822153525979385856,Positive,0.333
822153883090911234,Positive,0.205
822154434440470528,Positive,0.313
822154877619019777,Neutral,0.0
822154913585266694,Neutral,0.0
822154925811634176,Neutral,0.0
822155041498861568,Neutral,0.0
822155076361920512,Neutral,0.0
822155080203956229,Neutral,0.0
822155910877474817,Positive,0.224
822156079664693248,Neutral,0.0
822156129438408704,Neutral,0.0
822156547153399809,Positive,0.256
822156644595470336,Neutral,0.0
822156930663776256,Neutral,0.0
822156984984174592,Neutral,0.0
822157295849238528,Positive,0.346
822157439399325696,Neutral,0.0
822157474648166404,Neutral,0.0
822157553840914432,Positive,0.01999999999999999
822157977067094017,Positive,0.37
822158256680353793,Neutral,0.0
822158363840671745,Neutral,0.0
822158767693373440,Neutral,0.0
822158930675716097,Neutral,0.0
822159721624780800,Neutral,0.0
822160167735328771,Neutral,0.0
822160295363801092,Positive,0.4
822160553489666050,Neutral,0.0
822161116361084929,Neutral,0.0
822161147185008641,Neutral,0.0
822161285718622208,Neutral,0.0
822161393306767361,Positive,0.298
822161424617115650,Neutral,0.0
822161451246710784,Neutral,0.0
822161996288245760,Positive,0.060999999999999985
822162034435493890,Neutral,0.0
822162304674492416,Positive,0.060999999999999985
822162325369135106,Neutral,0.0
822162382327869444,Neutral,0.0
822162571549638657,Negative,-0.259
822162930137382912,Positive,0.16500000000000004
822163144525103105,Positive,0.085
822163295088078855,Neutral,0.0
822163607555346432,Neutral,0.0
822163995583016961,Neutral,0.0
822164044043915265,Negative,-0.08099999999999999
822164607901044738,Positive,0.198
822164730261315584,Neutral,0.0
822164831600001024,Positive,0.28
822164911103049730,Positive,0.198
822164983203168257,Neutral,0.0
822165025838211072,Neutral,0.0
822165097405698048,Neutral,0.0
822165353249853440,Neutral,0.0
822165374812782594,Negative,-0.261
822165381255139334,Positive,0.248
822165610348105733,Positive,0.316
822165928435662852,Positive,0.113
822166032135626752,Neutral,0.0
822166078747013127,Neutral,0.0
822166152591904770,Neutral,0.0
822166704914567177,Positive,0.2
822166811814797313,Neutral,0.0
822167219283132416,Neutral,0.0
822167627913109510,Positive,0.14900000000000002
822167845111037954,Positive,0.174
822168311626690560,Neutral,0.0
822168488701755400,Positive,0.492
822168702921670658,Positive,0.269
822169228069507072,Positive,0.226
822169231244595203,Neutral,0.0
822170313588899840,Neutral,0.0
822170903228186624,Neutral,0.0
822171096376115209,Neutral,0.0
822171455312068608,Positive,0.492
822172017206108160,Positive,0.198
822172061225336837,Neutral,0.0
822172111003328512,Neutral,0.0
822172253240471553,Neutral,0.0
822172495008645122,Positive,0.492
822172540823080961,Positive,0.492
822172564684296193,Positive,0.198
822172737955385344,Positive,0.198
822173088716623874,Neutral,0.0
822173114113134592,Neutral,0.0
822173116763873280,Neutral,0.0
822173158421725187,Neutral,0.0
822173280048214018,Negative,-0.199
822173359245033472,Neutral,0.0
822173690934726657,Neutral,0.0
822173776615874561,Neutral,0.0
822173804260687872,Neutral,0.0
822173857310068737,Neutral,0.0
822173982875127809,Positive,0.198
822174367278829568,Neutral,0.0
822174622577819648,Positive,0.05100000000000002
822175628170498048,Neutral,0.0
822175664187047936,Neutral,0.0
822175889542807552,Positive,0.05100000000000002
822176424354316290,Positive,0.198
822176586791350272,Positive,0.16
822177008167874567,Neutral,0.0
822177269783363585,Neutral,0.0
822177941551456256,Neutral,0.0
822177990993936386,Neutral,0.0
822178337086959616,Positive,0.8360000000000001
822178368229621760,Positive,0.143
822178419018493952,Neutral,0.0
822178929675005954,Neutral,0.0
822178975808102400,Neutral,0.0
822178995013828612,Neutral,0.0
822179022083915776,Positive,0.381
822179051011997697,Neutral,0.0
822179188396425216,Neutral,0.0
822179284584374274,Neutral,0.0
822179346198708224,Neutral,0.0
822179564575043584,Neutral,0.0
822179689284268033,Neutral,0.0
822179967135952897,Negative,-0.128
822180136736923648,Neutral,0.0
822180285483720708,Negative,-0.333
822180660483915781,Neutral,0.0
822181134075330565,Neutral,0.0
822181150173097984,Negative,-0.157
822181193781313537,Neutral,0.0
822181566763900928,Positive,0.113
822181691498303488,Negative,-0.259
822181821416898560,Neutral,0.0
822182099323068416,Neutral,0.0
822182233863766017,Positive,0.198
822182263857311749,Neutral,0.0
822182299815079936,Positive,0.113
822182460943265792,Neutral,0.0
822183110288740355,Neutral,0.0
822183140622012417,Neutral,0.0
822183385011486722,Neutral,0.0
822183512988065798,Negative,-0.199
822183527039062021,Positive,0.198
822183700976828416,Neutral,0.0
822183883055779840,Neutral,0.0
822184084491251712,Positive,0.119
822184108327600128,Neutral,0.0
822184438184480772,Neutral,0.0
822184456354201601,Neutral,0.0
822184587656921090,Neutral,0.0
822184649933864960,Positive,0.198
822184666878844928,Neutral,0.0
822184690433990657,Neutral,0.0
822184986296127491,Positive,0.198
822185065862037508,Negative,-0.118
822185188734226436,Positive,0.198
822185322280849409,Neutral,0.0
822185615731126272,Neutral,0.0
822185683351642113,Neutral,0.0
822186138366541824,Neutral,0.0
822186213364891648,Positive,0.4
822186548305231873,Neutral,0.0
822187122555817984,Positive,0.198
822187404954046464,Neutral,0.0
822188498098810880,Positive,0.198
822188665812164608,Neutral,0.0
822188806283661312,Neutral,0.0
822188893822971905,Neutral,0.0
822188966187245571,Neutral,0.0
822189154641608704,Neutral,0.0
822189198753075202,Neutral,0.0
822189345029365762,Neutral,0.0
822189507239878657,Neutral,0.0
822189585786634240,Neutral,0.0
822189696965115905,Neutral,0.0
822190106526224384,Neutral,0.0
822190178416656384,Positive,0.209
822190214714167296,Neutral,0.0
822190468456914951,Positive,0.13
822190498316165120,Negative,-0.186
822190633775497217,Neutral,0.0
822190666675425280,Positive,0.524
822191080925896704,Neutral,0.0
822191109317206016,Neutral,0.0
822191191911526401,Neutral,0.0
822191681135067140,Neutral,0.0
822191764253577217,Neutral,0.0
822191781160910848,Neutral,0.0
822192582126080002,Positive,0.381
822192587507310592,Positive,0.474
822192630578565120,Neutral,0.0
822193059924504577,Neutral,0.0
822193352309358592,Neutral,0.0
822194132441505792,Positive,0.167
822194449484840961,Neutral,0.0
822195423351832577,Negative,-0.186
822195437893455873,Positive,0.167
822195597188833280,Positive,0.198
822196210110971904,Neutral,0.0
822196535496740864,Neutral,0.0
822196684222562304,Neutral,0.0
822196797204561920,Neutral,0.0
822197223295315968,Neutral,0.0
822197575633797120,Positive,0.198
822198190292221952,Positive,0.344
822198461638594562,Positive,0.394
822198643553959937,Positive,0.173
822198705180803072,Negative,-0.236
822198775594614784,Negative,-0.007000000000000006
822198872281903105,Neutral,0.0
822199251438567425,Positive,0.113
822199323286904832,Neutral,0.0
822199442606465024,Positive,0.198
822199766373335041,Neutral,0.0
822199969184681984,Positive,0.394
822199977518702594,Positive,0.333
822200278879535109,Positive,0.227
822200647089012738,Neutral,0.0
822200795969896448,Neutral,0.0
822200849640214528,Neutral,0.0
822200878710984704,Neutral,0.0
822200916996591616,Neutral,0.0
822200942397255681,Neutral,0.0
822200973783285760,Neutral,0.0
822200999355912196,Neutral,0.0
822201038623019008,Neutral,0.0
822201057673523200,Neutral,0.0
822201087964770305,Neutral,0.0
822201113898123264,Neutral,0.0
822201145447677953,Neutral,0.0
822201170575769600,Negative,-0.172
822201196068777984,Neutral,0.0
822201214053978112,Neutral,0.0
822201242529120258,Neutral,0.0
822201259704782848,Neutral,0.0
822201261919322114,Neutral,0.0
822201289358479360,Neutral,0.0
822201313081495552,Neutral,0.0
822201336166895616,Neutral,0.0
822201372481159169,Neutral,0.0
822201401837174784,Neutral,0.0
822201426252152832,Neutral,0.0
822201447987093504,Neutral,0.0
822201476046913536,Neutral,0.0
822201500462026754,Neutral,0.0
822201518250045441,Neutral,0.0
822201545857073153,Neutral,0.0
822201737939419136,Positive,0.113
822201753554718720,Neutral,0.0
822202039312625664,Neutral,0.0
822202145239953410,Positive,0.2
822202154752638979,Neutral,0.0
822202248532922368,Neutral,0.0
822202318682816515,Neutral,0.0
822202471649079296,Neutral,0.0
822202528116998144,Positive,0.487
822202574619181059,Neutral,0.0
822202621230534656,Positive,0.198
822202774494572544,Neutral,0.0
822202830350123008,Positive,0.198
822203106037563393,Positive,0.256
822203508535558146,Positive,0.2
822204083574636544,Positive,0.241
822204159155994626,Neutral,0.0
822204623016591361,Negative,-0.412
822204857830387712,Positive,0.181
822205439802744834,Neutral,0.0
822206137571438594,Neutral,0.0
822206292882259968,Negative,-0.262
822206386687934465,Neutral,0.0
822206408296894466,Positive,0.028999999999999998
822207296084254720,Neutral,0.0
822207893458010113,Positive,0.218
822208039818293249,Positive,0.2
822208107107516416,Neutral,0.0
822208336288501760,Neutral,0.0
822208688043814916,Neutral,0.0
822208862149169152,Negative,-0.229
822208952070979584,Neutral,0.0
822209468180078592,Neutral,0.0
822209652758839296,Neutral,0.0
822209782677434369,Positive,0.118
822209785290485761,Positive,0.317
822209832149254144,Negative,-0.394
822209873148575746,Positive,0.256
822209945022107649,Positive,0.317
822210005675831296,Positive,0.317
822210179366273024,Neutral,0.0
822210358311931904,Positive,0.317
822210381519196160,Negative,-0.394
822210476411158528,Negative,-0.394
822210541418491904,Positive,0.317
822210549031333892,Positive,0.104
822210914011217920,Neutral,0.0
822210916359884802,Neutral,0.0
822211190482993155,Positive,0.317
822211394292457472,Negative,-0.394
822211515872845824,Neutral,0.0
822211675050807296,Negative,-0.394
822211913287421954,Negative,-0.45200000000000007
822212515710910464,Positive,0.118
822212527606079488,Neutral,0.0
822212994587381760,Neutral,0.0
822213149390733314,Neutral,0.0
822213189253222400,Positive,0.317
822213690946633728,Positive,0.212
822213997650808832,Positive,0.317
822214013257994240,Neutral,0.0
822214094795239424,Neutral,0.0
822214096355401730,Positive,0.317
822214184591036416,Positive,0.212
822214398156697600,Positive,0.05100000000000002
822214453227913216,Neutral,0.0
822214830828507137,Neutral,0.0
822214984503394304,Neutral,0.0
822215111779622912,Negative,-0.394
822215262984228864,Positive,0.118
822215529385500673,Positive,0.118
822215947113086976,Negative,-0.186
822216321467293697,Positive,0.113
822216490212622337,Positive,0.262
822216588136808451,Positive,0.317
822216771742511104,Positive,0.118
822216896841940993,Neutral,0.0
822217118091538436,Positive,0.346
822217156821745664,Neutral,0.0
822217171929628672,Negative,-0.199
822217278418812929,Neutral,0.0
822217336522440706,Neutral,0.0
822217744028291075,Neutral,0.0
822217921497890816,Negative,-0.112
822218084039561217,Neutral,0.0
822218239052685312,Neutral,0.0
822218553101193216,Positive,0.317
822218802511253504,Positive,0.118
822218882064715777,Positive,0.118
822218915053006848,Negative,-0.533
822219046678568961,Neutral,0.0
822219128631099392,Neutral,0.0
822219144229752832,Positive,0.093
822219910323511297,Neutral,0.0
822220466546937856,Neutral,0.0
822221472848613376,Neutral,0.0
822221638875906048,Neutral,0.0
822222020410626048,Positive,0.317
822222766275432451,Negative,-0.565
822222952603287553,Positive,0.375
822223037173010434,Neutral,0.0
822223079988457474,Positive,0.378
822223466229211136,Negative,-0.565
822224873858531329,Neutral,0.0
822225536504262656,Neutral,0.0
822225956337291265,Neutral,0.0
822226152651628544,Positive,0.47800000000000004
822226657645887488,Positive,0.326
822227594888310787,Neutral,0.0
822227785431314434,Negative,-0.31
822227830809444353,Negative,-0.199
822230192882118657,Neutral,0.0
822230995780988928,Neutral,0.0
822232386624716801,Negative,-0.199
822232390219288576,Negative,-0.23
822232487522869248,Positive,0.198
822232494690942976,Negative,-0.188
822232514169335808,Negative,-0.211
822232520414478336,Positive,0.487
822232875680624640,Negative,-0.188
822233106723635200,Neutral,0.0
822233318498430976,Negative,-0.007000000000000006
822233941713133568,Negative,-0.007000000000000006
822234465409912836,Negative,-0.128
822234863348510720,Positive,0.113
822236044594585600,Neutral,0.0
822237194756694017,Negative,-0.007000000000000006
822237894240677889,Neutral,0.0
822238306587078657,Neutral,0.0
822238863880028160,Neutral,0.0
822238905697243137,Neutral,0.0
822239272124223488,Neutral,0.0
822239719643869185,Neutral,0.0
822239801374109696,Neutral,0.0
822239873805467652,Positive,0.346
822241099628609537,Neutral,0.0
822241135619932165,Neutral,0.0
822241380848336896,Neutral,0.0
822241421096783872,Neutral,0.0
822241787674853377,Neutral,0.0
822242606612619264,Positive,0.312
822242620344856577,Neutral,0.0
822242939103576064,Positive,0.913
822242970862698498,Positive,0.256
822243161317736449,Neutral,0.0
822243567607447552,Neutral,0.0
822243676197949443,Neutral,0.0
822244271998828544,Neutral,0.0
822244284359380993,Positive,0.191
822244495756591104,Neutral,0.0
822244855661416452,Neutral,0.0
822245443815882753,Positive,0.317
822245494759903232,Positive,0.492
822245498274906112,Positive,0.256
822245997061541892,Negative,-0.112
822249148963573761,Neutral,0.0
822249430002843652,Neutral,0.0
822249616934576129,Neutral,0.0
822249651365617669,Neutral,0.0
822249761638088704,Neutral,0.0
822249912201019392,Neutral,0.0
822250128425750530,Neutral,0.0
822250312777904128,Neutral,0.0
822250335792144389,Neutral,0.0
822250568613826560,Positive,0.198
822250616210735106,Neutral,0.0
822250762499567616,Neutral,0.0
822250860298338304,Neutral,0.0
822251867069526016,Neutral,0.0
822252649303199745,Neutral,0.0
822252799211798529,Neutral,0.0
822253067974406144,Neutral,0.0
822253280243892224,Neutral,0.0
822253350519455745,Neutral,0.0
822253641860075520,Neutral,0.0
822253675510956032,Neutral,0.0
822253723741257728,Neutral,0.0
822254815749218304,Negative,-0.259
822255527098978304,Neutral,0.0
822255636553547776,Positive,0.296
822255693407383552,Negative,-0.259
822255830678601733,Negative,-0.128
822256055144980480,Negative,-0.259
822256804029669377,Negative,-0.259
822256821373177856,Negative,-0.259
822256882853310465,Neutral,0.0
822257202039754752,Neutral,0.0
822257619360432128,Positive,0.174
822257690869190657,Neutral,0.0
822258082784935937,Neutral,0.0
822258357968830465,Neutral,0.0
822258626089906176,Neutral,0.0
822258626110881792,Positive,0.189
822259155868282882,Neutral,0.0
822259180774064130,Neutral,0.0
822259218610692096,Negative,-0.007000000000000006
822260321012355072,Neutral,0.0
822260736726564864,Positive,0.256
822261836250841088,Neutral,0.0
822261886347571200,Positive,0.106
822262372765007872,Negative,-0.007000000000000006
822262466361094148,Positive,0.25
822262524632530946,Negative,-0.259
822264113296539648,Positive,0.256
822264171903516678,Positive,0.174
822264285820633089,Negative,-0.21099999999999997
822264296755195904,Neutral,0.0
822264306196545536,Positive,0.208
822264314459365376,Neutral,0.0
822264399847182338,Positive,0.174
822264577173889029,Neutral,0.0
822265776770084864,Positive,0.459
822266072619433984,Positive,0.113
822266262625599488,Negative,-0.21099999999999997
822266579564003328,Neutral,0.0
822266603085631488,Neutral,0.0
822266671582703616,Neutral,0.0
822266941083701249,Positive,0.42
822266980480716802,Positive,0.339
822267182914486273,Neutral,0.0
822267385054973953,Neutral,0.0
822268261710499840,Positive,0.317
822269196440637440,Positive,0.29
822269736314617856,Positive,0.113
822269974190374912,Negative,-0.01200000000000001
822271004617637888,Positive,0.126
822271037811425282,Positive,0.113
822271157898506242,Positive,0.113
822272354688503809,Positive,0.113
822272390319239168,Neutral,0.0
822272473102225408,Neutral,0.0
822272508627976192,Neutral,0.0
822272831102844928,Neutral,0.0
822272833246167040,Neutral,0.0
822272858948796416,Neutral,0.0
822273240655609857,Neutral,0.0
822273295668146177,Negative,-0.31
822273520751284224,Neutral,0.0
822274099225436162,Positive,0.238
822274140874928132,Neutral,0.0
822274147019411457,Positive,0.317
822274236098215936,Positive,0.194
822274607470231552,Neutral,0.0
822275061394575360,Positive,0.243
822275142147444737,Positive,0.113
822275321944805376,Positive,0.113
822276677078224898,Neutral,0.0
822276799384219648,Neutral,0.0
822277008994500608,Neutral,0.0
822277051210035200,Positive,0.174
822277131547869185,Neutral,0.0
822277721329909761,Neutral,0.0
822277881309052929,Negative,-1.264
822278210645725184,Negative,-0.259
822278319181860864,Positive,0.375
822278409258725376,Neutral,0.0
822278516087648256,Negative,-0.214
822278655867056128,Positive,0.2
822278956388941824,Positive,0.113
822279099712471040,Positive,0.113
822279298954522625,Neutral,0.0
822279704145182720,Neutral,0.0
822279761061904384,Negative,-0.13499999999999998
822280219079876610,Neutral,0.0
822280478254252032,Negative,-0.007000000000000006
822281447910342657,Positive,0.625
822283147316523008,Neutral,0.0
822283335330316288,Positive,0.309
822283940945920000,Neutral,0.0
822284385915437057,Neutral,0.0
822284564475314177,Positive,0.0050000000000000044
822285183596580864,Neutral,0.0
822285246305632257,Negative,-0.412
822285379814293504,Positive,0.051000000000000004
822285387490017280,Neutral,0.0
822285553462874113,Neutral,0.0
822286315857264642,Positive,0.326
822286429766025216,Neutral,0.0
822286634041229314,Negative,-0.194
822287572110032897,Positive,0.2
822287876981407744,Neutral,0.0
822287954878099457,Neutral,0.0
822288525479579648,Neutral,0.0
822288575509233664,Positive,0.217
822289235273285632,Positive,0.317
822289398670774272,Neutral,0.0
822289480404987904,Neutral,0.0
822289584755249152,Positive,0.526
822289989266456577,Negative,-0.007000000000000006
822290455379349504,Neutral,0.0
822290543577354241,Neutral,0.0
822290750809526273,Positive,0.174
822291113939783681,Positive,0.202
822291132247748608,Negative,-0.259
822292119427616768,Positive,0.217
822292135516966912,Positive,0.565
822292218518142977,Negative,-0.07899999999999999
822292578032906240,Positive,0.333
822292590124875776,Neutral,0.0
822292820908064768,Neutral,0.0
822295089577857026,Negative,-0.355
822295247703175168,Neutral,0.0
822295413130555392,Neutral,0.0
822296597753106432,Neutral,0.0
822297078038728705,Neutral,0.0
822297338622472192,Neutral,0.0
822297464971689989,Neutral,0.0
822298544602087424,Neutral,0.0
822298665415045124,Neutral,0.0
822298778837336064,Neutral,0.0
822298802560245760,Neutral,0.0
822298882252083200,Neutral,0.0
822299131263721472,Neutral,0.0
822299955129942016,Neutral,0.0
822300739162632193,Neutral,0.0
822300844397826048,Neutral,0.0
822300996592402432,Neutral,0.0
822301655668498433,Neutral,0.0
822301686681079808,Negative,-0.177
822302130736418816,Neutral,0.0
822302204367343616,Neutral,0.0
822302325402275844,Neutral,0.0
822302459875835906,Positive,0.317
822302666092990469,Positive,0.2
822304882115813376,Neutral,0.0
822305122134814720,Positive,0.317
822305661614596096,Positive,0.661
822306270573051908,Neutral,0.0
822306272561070081,Neutral,0.0
822306399782699009,Positive,0.347
822306627474722816,Positive,0.085
822306669291937793,Neutral,0.0
822307131646849024,Neutral,0.0
822307563517550593,Negative,-0.024999999999999994
822308868139028483,Neutral,0.0
822309278623014912,Positive,0.2
822309384495599616,Neutral,0.0
822309518377783297,Positive,0.245
822309721298255877,Neutral,0.0
822310723179028480,Negative,-0.219
822310734100955140,Neutral,0.0
822310769870024709,Positive,0.314
822310997612339201,Neutral,0.0
822311086640594944,Positive,0.383
822314369249779712,Negative,-0.199
822315469738622976,Neutral,0.0
822315891656228864,Neutral,0.0
822316199794982912,Neutral,0.0
822316705825161217,Neutral,0.0
822316913074192384,Neutral,0.0
822317441178943488,Neutral,0.0
822317860710031360,Neutral,0.0
822318045938917376,Neutral,0.0
822318418263035904,Neutral,0.0
822318726053642243,Neutral,0.0
822319137716195333,Neutral,0.0
822320093358981120,Positive,0.226
822320103630868487,Negative,-0.17
822321243110064128,Neutral,0.0
822322431813484544,Neutral,0.0
822322436964163584,Neutral,0.0
822323596349435907,Neutral,0.0
822324580777738245,Neutral,0.0
822325616636628995,Neutral,0.0
822325976067514368,Neutral,0.0
822326798100807683,Positive,0.189
822327824019169280,Neutral,0.0
822328299355414528,Neutral,0.0
822328354556682240,Negative,-0.227
822328873907986432,Neutral,0.0
822329096399032322,Neutral,0.0
822329201495683072,Neutral,0.0
822329632963731456,Neutral,0.0
822330383563771904,Neutral,0.0
822330695179636738,Neutral,0.0
822330926440943617,Neutral,0.0
822331000092966912,Neutral,0.0
822331043952803840,Neutral,0.0
822331131580256256,Neutral,0.0
822331173741457408,Positive,0.625
822333382461980672,Positive,0.302
822333755616587776,Positive,0.32
822334956999426048,Positive,0.661
822335677291495426,Neutral,0.0
822336020418994177,Neutral,0.0
822336884361859074,Positive,0.359
822337927485091843,Neutral,0.0
822338795509022720,Positive,0.16500000000000004
822338996831391745,Negative,-0.199
822339275442233344,Neutral,0.0
822339851777351680,Positive,0.113
822339969075335168,Neutral,0.0
822342171906994180,Negative,-0.279
822342261644099584,Positive,0.196
822344061218537473,Positive,0.198
822344840042151937,Neutral,0.0
822345048843026433,Neutral,0.0
822345062805884928,Neutral,0.0
822345298865487873,Neutral,0.0
822345764470980608,Neutral,0.0
822345765725044736,Neutral,0.0
822345987821883393,Negative,-0.199
822347002654707712,Neutral,0.0
822347608958136320,Positive,0.492
